Data Number,Codes,Site Name,Latitude,Longitude,Elevation,minD,maxD,No. Temps,Gradient,No. Cond.,Conductivity,No.Heat Prod.,Heat Prod.,Heat Flow,No. sites,Year of Pub.,Reference,Comments,,
Indian Ocean,,V19-96,-5.3333,40.4333,-1863,2,11,3,74,11,0.98,,,72,1,1965,VonHerzen&Langseth1965,VonHerzen&Langseth1965,,Ewing probe
Indian Ocean,,Dodo-115,-5.3,99.1833,-5006,,,,77,,0.8,,,62,1,1966,Vacquier&Taylor1966,Vacquier&Taylor1966,*,Bullard probe
Indian Ocean,,Dodo-56,-5.2833,68.2167,-3565,,,,44,,0.87,,,38,1,1966,VonHerzen&Vacquier1966,VonHerzen&Vacquier1966,*,Bullard probe
Indian Ocean,,CIR-58,-5.2667,89.1167,-4676,,1,,82,,0.81,,,67,1,1977,Anderson_etal1977,Anderson_etal1977,,Bullard probe
Indian Ocean,,Dodo-102,-5.2,97.6833,-4360,,,,48,,0.79,,,38,1,1966,Vacquier&Taylor1966,Vacquier&Taylor1966,*,Bullard probe
Indian Ocean,,C17-53,-5.1083,60.11,-4068,2,12,5,89,5,0.82,,,73,1,1977,Anderson_etal1977,Anderson_etal1977,,Ewing probe
Indian Ocean,,V29-6,-5.0833,88.0167,-5085,0,2,1,191,3,1.17,,,223,1,1977,Anderson_etal1977,Anderson_etal1977,,Ewing probe
Indian Ocean,,Dodo-57,-5.0667,68.7167,-3185,,,,136,,0.87,,,119,1,1966,VonHerzen&Vacquier1966,VonHerzen&Vacquier1966,*,Bullard probe
Indian Ocean,,SO139-69HF,-4.9878,102.1282,1569,,,,,,0.95,,,39,1,1999,Delisle&Zeibig1999,Delisle&Zeibig1999,,ocean
Indian Ocean,,Dodo-114,-4.95,99.3333,-5115,,,,105,,0.8,,,84,1,1966,Vacquier&Taylor1966,Vacquier&Taylor1966,*,Bullard probe
Indian Ocean,,Dodo-58,-4.7833,69.3333,-3380,,,,48,,0.87,,,42,1,1966,VonHerzen&Vacquier1966,VonHerzen&Vacquier1966,*,Bullard probe
Indian Ocean,,C12-164,-4.7,50.0333,-5081,3,12,3,31,8,0.75,,,23,1,1977,Anderson_etal1977,Anderson_etal1977,,Ewing probe
Indian Ocean,,SO189-07 HF,-4.6891,101.9578,,,,,,,0.86,,,35,1,2007,Delisle&Zeibig2007,Delisle&Zeibig1999,,ocean
Indian Ocean,,Dodo-99,-4.6833,95.75,-4840,,,,202,,0.77,,,155,1,1966,Vacquier&Taylor1966,Vacquier&Taylor1966,,Bullard probe
Indian Ocean,,Dodo-104,-4.6333,98.15,-4758,,,,79,,0.79,,,63,1,1966,Vacquier&Taylor1966,Vacquier&Taylor1966,*,Bullard probe
Indian Ocean,,Dodo-113,-4.6333,99.4833,-5015,,,,39,,0.8,,,31,1,1966,Vacquier&Taylor1966,Vacquier&Taylor1966,*,Ewing probe
Indian Ocean,,V29-4,-4.6167,92.9833,-4858,2,8,3,77,5,0.79,,,61,1,1977,Anderson_etal1977,Anderson_etal1977,,Ewing probe
Indian Ocean,,Dodo-100,-4.5667,96.8167,-5342,,,,93,,0.77,,,71,1,1966,Vacquier&Taylor1966,Uyeda_etal1982b,*,BHT
Indian Ocean,,Dodo-59,-4.3,70.3833,-3920,,,,7,,0.87,,,6,1,1966,VonHerzen&Vacquier1966,VonHerzen&Vacquier1966,*,Bullard probe
Indian Ocean,,Dodo-112,-4.3,99.6667,-4890,,,,225,,0.8,,,167,1,1966,Vacquier&Taylor1966,Vacquier&Taylor1966,*,Bullard probe
Indian Ocean,,V29-25,-4.2333,73.6167,-2751,1,10,4,77,4,0.92,,,70,1,1977,Anderson_etal1977,Anderson_etal1977,,Ewing probe
Indian Ocean,,V19-95,-4.2167,41.55,-2722,3,12,3,52,11,1.02,,,53,1,1965,VonHerzen&Langseth1965,VonHerzen&Langseth1965,,Ewing probe
Indian Ocean,,LSDH-11,-4.1667,57.25,-3765,,,1,94,,0.85,,,80,1,1965,VonHerzen&Langseth1965,VonHerzen&Langseth1965,,Bullard probe
Indian Ocean,,SO189-08 HF,-4.1606,101.6398,,,,,,,0.85,,,30,1,2007,Delisle&Zeibig2007,Delisle&Zeibig2007,,ocean
Indian Ocean,,V29-1,-4.1333,99.8167,-5878,0,3,2,56,,0.88,,,49,1,1977,Anderson_etal1977,Anderson_etal1977,,Ewing probe
Indian Ocean,,Dodo-105,-4.0667,98.6167,-4879,,,,153,,0.79,,,121,1,1966,Vacquier&Taylor1966,Vacquier&Taylor1966,*,Bullard probe
Indian Ocean,,Dodo-111,-3.9833,99.8,-5860,,,,50,,0.92,,,46,1,1966,Vacquier&Taylor1966,Vacquier&Taylor1966,*,Bullard probe
Indian Ocean,,Dodo-98,-3.8667,95.6333,-4920,,,,82,,0.77,,,63,1,1966,Vacquier&Taylor1966,Vacquier&Taylor1966,,Bullard probe
Indian Ocean,,Dodo-106,-3.8,98.8833,-5280,,,,75,,0.79,,,59,1,1966,Vacquier&Taylor1966,Vacquier&Taylor1966,*,Bullard probe
Indian Ocean,,Dodo-60,-3.7833,71.2333,-3420,,,,171,,0.88,,,150,1,1966,VonHerzen&Vacquier1966,VonHerzen&Vacquier1966,*,Bullard probe
Indian Ocean,,Dodo-110,-3.7333,99.9333,-3445,,,,14,,0.92,,,13,1,1966,Vacquier&Taylor1966,Vacquier&Taylor1966,*,Bullard probe
Indian Ocean,,SO189-13 HF,-3.7288,101.2293,,,,,,,1.09,,,65,1,2007,Delisle&Zeibig2007,Delisle&Zeibig2007,,ocean
Indian Ocean,,V19-94,-3.7167,43.8667,-4089,4,13,3,56,14,0.97,,,54,1,1965,VonHerzen&Langseth1965,VonHerzen&Langseth1965,,Ewing probe
Indian Ocean,,V19-91,-3.5667,51.85,-5056,5,18,3,88,,0.79,,,70,1,1965,VonHerzen&Langseth1965,VonHerzen&Langseth1965,,Ewing probe
Indian Ocean,,Dodo-108,-3.45,99.2167,-5715,,,,34,,0.92,,,31,1,1966,Vacquier&Taylor1966,Vacquier&Taylor1966,*,Bullard probe
Indian Ocean,,SO189-23HFhg,-3.4112,100.9825,,,,,,,0.76,,,69,1,2007,Delisle&Zeibig2007,Delisle&Zeibig2007,,ocean
Indian Ocean,,V19-92,-3.4,48.7667,-4987,0,9,1,58,5,0.83,,,48,1,1965,VonHerzen&Langseth1965,VonHerzen&Langseth1965,,Ewing probe
Indian Ocean,,Dodo-97,-3.3167,96.1667,-4425,,,,49,,0.77,,,38,1,1966,Vacquier&Taylor1966,Vacquier&Taylor1966,,Bullard probe
Indian Ocean,,Dodo-109,-3.2167,99.4167,-4570,,,,37,,0.92,,,34,1,1966,Vacquier&Taylor1966,Vacquier&Taylor1966,*,Ewing probe
Indian Ocean,,V19-93,-3.1833,45.8167,-4607,4,13,3,61,12,0.8,,,48,1,1965,VonHerzen&Langseth1965,VonHerzen&Langseth1965,,Ewing probe
Indian Ocean,,V29-7,-3.0833,84.8667,-4600,,3,,179,10,1.11,,,197,1,1977,Anderson_etal1977,Anderson_etal1977,,Ewing probe
Indian Ocean,,V29-29,-3,79.1833,-4980,,2,,159,,0.88,,,139,1,1977,Anderson_etal1977,Anderson_etal1977,,Ewing probe
Indian Ocean,,Dodo-96,-2.9333,96.4333,-4610,,,,109,,0.77,,,84,1,1966,Vacquier&Taylor1966,Vacquier&Taylor1966,,Bullard probe
Indian Ocean,,CH43-8,-2.9167,55.7167,-3690,,,2,53,,0.71,,,37,1,1966,Birch&Halunen1966,Birch&Halunen1966,*,Ewing probe
Indian Ocean,,C12-172,-2.8333,67.7167,-3828,3,7,2,116,4,0.62,,,72,1,1977,Anderson_etal1977,Anderson_etal1977,,Ewing probe
Indian Ocean,,C17-54,-2.745,61.1867,-4396,1,7,5,44,9,0.76,,,34,1,1977,Anderson_etal1977,Anderson_etal1977,,Ewing probe
Indian Ocean,,V19-90,-2.6667,54.75,-4186,1,13,3,74,16,0.96,,,72,1,1965,VonHerzen&Langseth1965,VonHerzen&Langseth1965,,Ewing probe
Indian Ocean,,LSDA-4,-2.6667,73.2667,-2980,,,1,79,,0.96,,,75,1,1965,VonHerzen&Langseth1965,VonHerzen&Langseth1965,,Bullard probe
Indian Ocean,,Dodo-95,-2.5833,96.6667,-4611,,,,83,,0.8,,,67,1,1966,Vacquier&Taylor1966,Vacquier&Taylor1966,,Bullard probe
Indian Ocean,,Dodo-61,-2.45,71.1333,-3920,,,,14,,0.89,,,13,1,1966,VonHerzen&Vacquier1966,VonHerzen&Vacquier1966,*,Bullard probe
Indian Ocean,,Dodo-62,-2.3333,70.3333,-3940,,,,53,,0.87,,,46,1,1966,VonHerzen&Vacquier1966,VonHerzen&Vacquier1966,*,Bullard probe
Indian Ocean,,Dodo-63,-2.25,69.25,-3495,,,,31,,0.87,,,27,1,1966,VonHerzen&Vacquier1966,VonHerzen&Vacquier1966,*,Bullard probe
Indian Ocean,,Dodo-94,-2.2333,96.9167,-4890,,,,88,,0.8,,,71,1,1966,Vacquier&Taylor1966,Vacquier&Taylor1966,,Bullard probe
Indian Ocean,,Dodo-64,-2.1667,68.4167,-3895,,,,257,,0.87,,,225,1,1966,VonHerzen&Vacquier1966,VonHerzen&Vacquier1966,*,Bullard probe
Indian Ocean,,V29-3,-2.1167,95.1333,-4359,1,4,2,54,6,0.87,,,47,1,1977,Anderson_etal1977,Anderson_etal1977,,Ewing probe
Indian Ocean,,C17-75,-1.9683,87.455,-4735,0,4,4,106,5,0.95,,,100,1,1977,Anderson_etal1977,Anderson_etal1977,,Ewing probe
Indian Ocean,,Dodo-93,-1.8833,97.1667,-4940,,,,83,,0.8,,,67,1,1966,Vacquier&Taylor1966,Vacquier&Taylor1966,,Bullard probe
Indian Ocean,,ANT-152,-1.72,57.5217,-4452,,2,,70,,0.88,,,62,1,1977,Anderson_etal1977,Anderson_etal1977,,Bullard probe
Indian Ocean,,CH43-6,-1.6333,53.3333,-4780,,,2,51,,0.71,,,36,1,1966,Birch&Halunen1966,Birch&Halunen1966,*,Ewing probe
Indian Ocean,,V29-24,-1.5667,76.3167,-4754,4,8,2,93,5,0.79,,,73,1,1977,Anderson_etal1977,Anderson_etal1977,,Ewing probe
Indian Ocean,,Dodo-92,-1.5167,97.4667,-5232,,,,62,,0.75,,,47,1,1966,Vacquier&Taylor1966,Vacquier&Taylor1966,,Bullard probe
Indian Ocean,,V29-8,-1.3167,80.8667,-4805,0,1,1,196,6,1.04,,,203,1,1977,Anderson_etal1977,Anderson_etal1977,,Ewing probe
Indian Ocean,,Dodo-91,-1.1333,97.75,-5360,,,,39,,0.75,,,29,1,1966,Vacquier&Taylor1966,Vacquier&Taylor1966,,Bullard probe
Indian Ocean,,C17-72,-0.9333,80.1517,-4540,1,8,4,68,7,0.85,,,57,1,1977,Anderson_etal1977,Anderson_etal1977,,Ewing probe
Indian Ocean,,SO189-37 HF,-0.8752,99.7949,,,,,,,0.99,,,78,1,2007,Delisle&Zeibig2007,Delisle&Zeibig2007,,ocean
Indian Ocean,,CIR-54,-0.6,90.7167,-4140,,2,,86,,0.75,,,65,1,1977,Anderson_etal1977,Anderson_etal1977,,Bullard probe
Indian Ocean,,Dodo-90,-0.5667,97.9,-2870,,,,59,,0.75,,,44,1,1966,Vacquier&Taylor1966,Vacquier&Taylor1966,,Bullard probe
Indian Ocean,,Dodo-89,-0.55,97.4,-5190,,,,88,,0.95,,,84,1,1966,Vacquier&Taylor1966,Vacquier&Taylor1966,,Ewing probe
Indian Ocean,,Dodo-88,-0.5333,97.0333,-5125,,,,125,,0.95,,,118,1,1966,Vacquier&Taylor1966,Vacquier&Taylor1966,,Bullard probe
Indian Ocean,,Dodo-87,-0.5167,96.2333,-4634,,,,64,,0.84,,,54,1,1966,Vacquier&Taylor1966,Vacquier&Taylor1966,,Bullard probe
Indian Ocean,,Dodo-82,-0.5,92.7,-4510,,,,31,,0.68,,,21,1,1966,Vacquier&Taylor1966,Vacquier&Taylor1966,,Bullard probe
Indian Ocean,,Dodo-86,-0.5,95.7,-4279,,,,61,,0.84,,,50,1,1966,Vacquier&Taylor1966,Vacquier&Taylor1966,,Bullard probe
Indian Ocean,,V19-89,-0.4833,53.6833,-4857,5,17,3,93,27,0.8,,,75,1,1965,VonHerzen&Langseth1965,VonHerzen&Langseth1965,,Ewing probe
Indian Ocean,,Dodo-85,-0.4833,95.25,-4690,,,,104,,0.68,,,71,1,1966,Vacquier&Taylor1966,Vacquier&Taylor1966,,Bullard probe
Indian Ocean,,C14-13,-0.4667,90,-3076,,2,1,48,3,1.15,,,55,1,1977,Anderson_etal1977,Anderson_etal1977,,Ewing probe
Indian Ocean,,Dodo-84,-0.45,94.4,-4530,,,,116,,0.68,,,80,1,1966,Vacquier&Taylor1966,Vacquier&Taylor1966,,Bullard probe
Indian Ocean,,Dodo-83,-0.4167,93.6,-4550,,,,61,,0.68,,,42,1,1966,Vacquier&Taylor1966,Vacquier&Taylor1966,,Bullard probe
Indian Ocean,,CH43-5,-0.3667,54.55,-4863,,,2,79,,0.72,,,57,1,1966,Birch&Halunen1966,Birch&Halunen1966,*,Ewing probe
Indian Ocean,,C12-165,-0.3,50.4167,-5085,3,12,3,61,9,0.7,,,43,1,1977,Anderson_etal1977,Anderson_etal1977,,Ewing probe
Indian Ocean,,HF-4,-0.2285,97.0102,-5247,,,,86,,0.79,,,65,1,1987,Lawver&Taylor1987,Lawver&Taylor1987,*,ocean
Indian Ocean,,LSDA-3,-0.0833,71.8333,-4200,,,1,51,,0.9,,,46,1,1965,VonHerzen&Langseth1965,VonHerzen&Langseth1965,,Bullard probe
Indian Ocean,,HF-13,-0.0508,97.4017,-2965,,,,51,,0.72,,,37,1,1987,Lawver&Taylor1987,Lawver&Taylor1987,*,ocean
Indian Ocean,,V29-9,0.0167,82.7667,-4294,3,8,3,49,,0.97,,,48,1,1977,Anderson_etal1977,Anderson_etal1977,,Ewing probe
Indian Ocean,,HF-9,0.057,97.2723,-3014,,,,51,,0.72,,,37,1,1987,Lawver&Taylor1987,Lawver&Taylor1987,*,ocean
Indian Ocean,,CIR-53,0.0833,89.8,-4169,,2,,58,,0.75,,,44,1,1977,Anderson_etal1977,Anderson_etal1977,,Bullard probe
Indian Ocean,,HF-10,0.1323,97.026,-5289,,,,70,,0.89,,,59,1,1987,Lawver&Taylor1987,Lawver_etal1994,,
Indian Ocean,,HF-8,0.1332,97.2485,-3312,,,,59,,0.71,,,37,1,1987,Lawver&Taylor1987,Lawver&Taylor1987,*,ocean
Indian Ocean,,HF-7,0.1367,97.23,-3340,,,,55,,0.71,,,37,1,1987,Lawver&Taylor1987,Lawver&Taylor1987,*,ocean
Indian Ocean,,C17-76,0.19,82.6383,-4521,2,7,5,77,6,0.93,,,72,1,1977,Anderson_etal1977,Anderson_etal1977,,Ewing probe
Indian Ocean,,HF-12,0.2042,96.2423,-5167,,,,79,,0.76,,,59,1,1987,Lawver&Taylor1987,Lawver&Taylor1987,*,ocean
Indian Ocean,,HF-5,0.2333,97.3267,-3107,,,,45,,0.7,,,33,1,1987,Lawver&Taylor1987,Lawver&Taylor1987,*,ocean
Indian Ocean,,SO189-43 HF,0.3407,98.1269,,,,,,,1.03,,,55,1,2007,Delisle&Zeibig2007,Delisle&Zeibig2007,,ocean
Indian Ocean,,HF-14,0.6833,96.9417,-3870,,,,46,,0.72,,,37,1,1987,Lawver&Taylor1987,Lawver&Taylor1987,*,ocean
Indian Ocean,,CIR-50,0.7667,88.6833,-4433,,2,,62,,0.75,,,47,1,1977,Anderson_etal1977,Anderson_etal1977,,Bullard probe
Indian Ocean,,HF-11,0.9138,96.5993,-5235,,,,36,,0.85,,,46,1,1987,Lawver&Taylor1987,Lawver&Taylor1987,*,ocean
Indian Ocean,,CH43-4,0.9167,51.6333,-5110,,,2,64,,0.71,,,45,1,1966,Birch&Halunen1966,Birch&Halunen1966,*,Ewing probe
Indian Ocean,,SO189-49 HFhg,0.9533,98.133,,,,,,,1.31,,,113,1,2007,Delisle&Zeibig2007,Delisle&Zeibig2007,,ocean
Indian Ocean,,HF-3,0.9983,96.0267,-4836,,,,110,,0.72,,,79,1,1987,Lawver&Taylor1987,Lawver&Taylor1987,*,ocean
Indian Ocean,,Dodo-81,1.0833,92.7,-4390,,,,25,,0.68,,,17,1,1966,Vacquier&Taylor1966,Vacquier&Taylor1966,,Bullard probe
Indian Ocean,,HF-15,1.2782,96.716,-3051,,,,46,,0.7,,,33,1,1987,Lawver&Taylor1987,Lawver&Taylor1987,*,ocean
Indian Ocean,,Dodo-80,1.3,93.1,-4330,,,,79,,0.9,,,71,1,1966,Vacquier&Taylor1966,Vacquier&Taylor1966,,Bullard probe
Indian Ocean,,SO189-57HFhg,1.4421,98.0495,,,,,,,1.18,,,94,1,2007,Delisle&Zeibig2007,Delisle&Zeibig2007,,ocean
Indian Ocean,,SO98-HF12,1.4662,121.8957,,0,3,,,,,,,31,1,1998,Delisle_etal1998,Delisle_etal1995,,ocean
Indian Ocean,,SO98-HF8,1.5123,121.9083,,0,3,,,,,,,46,1,1998,Delisle_etal1998,Delisle_etal1998,,ocean
Indian Ocean,,Dodo-79,1.55,93.45,-4320,,,,84,,0.9,,,75,1,1966,Vacquier&Taylor1966,Vacquier&Taylor1966,,Bullard probe
Indian Ocean,,C17-71,1.6667,76.91,-4169,2,13,5,59,8,0.9,,,54,1,1977,Anderson_etal1977,Anderson_etal1977,,Ewing probe
Indian Ocean,,SO189-67 HFhg,1.68,97.7158,,,,,,,1.25,,,71,1,2007,Delisle&Zeibig2007,Delisle&Zeibig2007,,ocean
Indian Ocean,,SO98-HF16,1.7313,121.9735,,0,3,,,,,,,37,1,1998,Delisle_etal1998,Delisle_etal1998,,ocean
Indian Ocean,,SO189-141 HFhg,1.7625,96.774,,,,,,,1.14,,,93,1,2007,Delisle&Zeibig2007,Delisle&Zeibig2007,,ocean
Indian Ocean,,Dodo-78,1.8167,93.7833,-4398,,,,75,,0.9,,,68,1,1966,Vacquier&Taylor1966,Vacquier&Taylor1966,,Bullard probe
Indian Ocean,,SO98-HF18,1.8313,122.0038,,0,3,,,,,,,59,1,1998,Delisle_etal1998,Delisle_etal1998,,ocean
Indian Ocean,,SO98-HF20,1.8807,122.0177,,0,3,,,,,,,63,1,1998,Delisle_etal1998,Delisle_etal1998,,ocean
Indian Ocean,,SO98-HF23,1.9862,122.0503,,0,3,,,,,,,75,1,1998,Delisle_etal1998,Delisle_etal1998,,ocean
Indian Ocean,,Dodo-77,2.0667,94.1167,-4620,,,,57,,1,,,57,1,1966,Vacquier&Taylor1966,Vacquier&Taylor1966,,Bullard probe
Indian Ocean,,SO98-HF25,2.1127,122.0872,,0,3,,,,,,,73,1,1998,Delisle_etal1998,Delisle_etal1998,,ocean
Indian Ocean,,SO98-HF26,2.1655,122.1023,,0,3,,,,,,,43,1,1998,Delisle_etal1998,Delisle_etal1998,,ocean
Indian Ocean,,SO98-HF2,2.2063,122.1153,,0,3,,,,,,,101,1,1998,Delisle_etal1998,Delisle_etal1998,,ocean
Indian Ocean,,Dodo-76,2.3333,94.45,-4801,,,,25,,1.17,,,29,1,1966,Vacquier&Taylor1966,Vacquier&Taylor1966,,Bullard probe
Indian Ocean,,V19-88,2.4833,51.4667,-5095,9,13,2,63,10,0.75,,,47,1,1965,VonHerzen&Langseth1965,VonHerzen&Langseth1965,,Ewing probe
Indian Ocean,,SO189-71 HFhg,2.564,96.7574,,,,,,,1.36,,,107,1,2007,Delisle&Zeibig2007,Delisle&Zeibig2007,,ocean
Indian Ocean,,Dodo-68,2.7,89.7333,-2360,,,,238,,0.86,,,205,1,1966,Vacquier&Taylor1966,Vacquier&Taylor1966,,Bullard probe
Indian Ocean,,SO189-74 HFhg,2.83,96.385,,,,,,,1.09,,,77,1,2007,Delisle&Zeibig2007,Delisle&Zeibig2007,,ocean
Indian Ocean,,Dodo-69,2.85,90.6,-2060,,,,121,,0.86,,,105,1,1966,Vacquier&Taylor1966,Vacquier&Taylor1966,,Bullard probe
Indian Ocean,,Dodo-70,2.9333,90.05,-3475,,,,81,,0.85,,,70,1,1966,Vacquier&Taylor1966,Vacquier&Taylor1966,,Bullard probe
Indian Ocean,,SO189-81 HFhg,2.9511,96.4997,,,,,,,1.3,,,78,1,2007,Delisle&Zeibig2007,Delisle&Zeibig2007,,ocean
Indian Ocean,,Dodo-67,2.9667,88.8167,-4020,,,,61,,0.86,,,52,1,1966,Vacquier&Taylor1966,Vacquier&Taylor1966,,Bullard probe
Indian Ocean,,Dodo-71,2.9667,91.6833,-4103,,,,113,,0.85,,,96,1,1966,Vacquier&Taylor1966,Vacquier&Taylor1966,,Bullard probe
Indian Ocean,,Dodo-72,3.0667,92.5167,-4200,,,,69,,0.88,,,61,1,1966,Vacquier&Taylor1966,Vacquier&Taylor1966,,Bullard probe
Indian Ocean,,V29-22,3.0833,76.25,-3651,1,16,4,64,10,0.93,,,59,1,1977,Anderson_etal1977,Anderson_etal1977,,Ewing probe
Indian Ocean,,Dodo-74,3.15,94.1167,-2145,,,,30,,1.07,,,32,1,1966,Vacquier&Taylor1966,Vacquier&Taylor1966,,Bullard probe
Indian Ocean,,Dodo-73,3.1667,93.3667,-4570,,,,43,,0.88,,,38,1,1966,Vacquier&Taylor1966,Vacquier&Taylor1966,,Bullard probe
Indian Ocean,,SO189-107 HFhg,3.1952,96.7785,,,,,,,1.53,,,47,1,2007,Delisle&Zeibig2007,Delisle&Zeibig2007,,ocean
Indian Ocean,,SO189-123 HFhg,3.2749,96.154,,,,,,,1.38,,,79,1,2007,Delisle&Zeibig2007,Delisle&Zeibig2007,,ocean
Indian Ocean,,Dodo-66,3.3833,86.5667,-4152,,,,60,,0.87,,,52,1,1966,Vacquier&Taylor1966,Vacquier&Taylor1966,,Bullard probe
Indian Ocean,,SO189-117HF,3.492,95.331,,,,,,,1.03,,,61,1,2007,Delisle&Zeibig2007,Delisle&Zeibig2007,,ocean
Indian Ocean,,V29-23,3.8,78.65,-3795,3,11,4,44,,0.92,,,41,1,1977,Anderson_etal1977,Anderson_etal1977,,Ewing probe
Indian Ocean,,LSDA-2,3.95,70.8167,-4130,,,1,84,,0.8,,,67,1,1965,VonHerzen&Langseth1965,VonHerzen&Langseth1965,,Bullard probe
Indian Ocean,,V29-17,4.1333,79.8167,-4329,4,12,4,61,7,0.88,,,54,1,1977,Anderson_etal1977,Anderson_etal1977,,Ewing probe
Indian Ocean,,V29-18,4.2333,79.7,-4318,3,15,4,55,,0.88,,,49,1,1977,Anderson_etal1977,Anderson_etal1977,,Ewing probe
Indian Ocean,,V29-10,4.2833,83.3333,-4161,1,4,2,31,,0.96,,,30,1,1977,Anderson_etal1977,Anderson_etal1977,,Ewing probe
Indian Ocean,,Dodo-65,4.3833,84.6833,-4170,,,,59,,0.87,,,51,1,1966,Vacquier&Taylor1966,Vacquier&Taylor1966,*,Bullard probe
Indian Ocean,,V19-87,4.7167,52.0833,-5111,4,13,3,54,10,0.82,,,44,1,1965,VonHerzen&Langseth1965,VonHerzen&Langseth1965,,Ewing probe
Indian Ocean,,V29-20,4.7167,76.3,-2862,0,14,4,53,9,0.9,,,48,1,1977,Anderson_etal1977,Anderson_etal1977,,Ewing probe
Indian Ocean,,V29-19,5.0833,73.8,-2182,4,12,4,29,,0.88,,,26,1,1977,Anderson_etal1977,Anderson_etal1977,,Ewing probe
Indian Ocean,,V29-21,5.1167,77.5833,-2656,4,12,4,63,7,0.9,,,57,1,1977,Anderson_etal1977,Anderson_etal1977,,Ewing probe
Indian Ocean,,C17-70,5.8783,76.205,-2413,2,13,5,63,7,0.85,,,53,1,1977,Anderson_etal1977,Anderson_etal1977,,Ewing probe
Indian Ocean,,V19-85,6.1667,57.1667,-4128,2,6,3,50,6,0.97,,,49,1,1965,VonHerzen&Langseth1965,VonHerzen&Langseth1965,,Ewing probe
Indian Ocean,,C17-82,6.395,96.2583,-1094,2,6,3,89,7,0.82,,,73,1,1977,Anderson_etal1977,Anderson_etal1977,,Ewing probe
Indian Ocean,,V19-84,6.6167,59.8,-2923,2,6,3,91,6,0.98,,,89,1,1965,VonHerzen&Langseth1965,VonHerzen&Langseth1965,,Ewing probe
Indian Ocean,,V19-80,6.7,59.3333,-2857,2,6,3,28,6,0.96,,,27,1,1965,VonHerzen&Langseth1965,VonHerzen&Langseth1965,,Ewing probe
Indian Ocean,,CIR-64,6.8,78.6167,-2618,,2,,75,,0.84,,,63,1,1977,Anderson_etal1977,Anderson_etal1977,,Bullard probe
Indian Ocean,,V19-83,6.8667,60.7,-3356,2,6,3,25,6,1.01,,,26,1,1965,VonHerzen&Langseth1965,VonHerzen&Langseth1965,,Ewing probe
Indian Ocean,,V29-16,6.9667,82.45,-3951,2,10,4,53,7,0.97,,,51,1,1977,Anderson_etal1977,Anderson_etal1977,,Ewing probe
Indian Ocean,,V19-82,7.0667,60.9167,-2680,2,7,3,61,3,0.85,,,52,1,1965,VonHerzen&Langseth1965,VonHerzen&Langseth1965,,Ewing probe
Indian Ocean,,V19-72,7.1167,76.55,-1770,4,10,3,49,,0.93,,,46,1,1965,VonHerzen&Langseth1965,VonHerzen&Langseth1965,,Ewing probe
Indian Ocean,,CIR-69,7.1833,78.8333,-2643,,2,,64,,0.78,,,49,1,1977,Anderson_etal1977,Anderson_etal1977,,Bullard probe
Indian Ocean,,LSDH-3,7.4,70.6667,-4110,,,1,66,,0.92,,,60,1,1965,VonHerzen&Langseth1965,VonHerzen&Langseth1965,,Bullard probe
Indian Ocean,,V19-79,7.4333,61.0667,-3605,2,6,2,119,6,1.05,,,125,1,1965,VonHerzen&Langseth1965,VonHerzen&Langseth1965,,Ewing probe
Indian Ocean,,V19-73,7.5833,74.2167,-2769,4,12,3,80,,0.9,,,72,1,1965,VonHerzen&Langseth1965,VonHerzen&Langseth1965,,Ewing probe
Indian Ocean,,V19-78,8.1167,62.7833,-4325,3,11,3,49,12,0.97,,,47,1,1965,VonHerzen&Langseth1965,VonHerzen&Langseth1965,,Ewing probe
Indian Ocean,,V19-74,8.1167,73.25,-2186,0,8,3,71,,0.97,,,69,1,1965,VonHerzen&Langseth1965,VonHerzen&Langseth1965,,Ewing probe
Indian Ocean,,V19-76,8.15,69.25,-4650,5,9,2,90,,0.88,,,80,1,1965,VonHerzen&Langseth1965,VonHerzen&Langseth1965,,Ewing probe
Indian Ocean,,V19-75,8.15,70.6333,-4128,5,13,3,76,,0.99,,,75,1,1965,VonHerzen&Langseth1965,VonHerzen&Langseth1965,,Ewing probe
Indian Ocean,,LSDA-1,8.2167,70.65,-4145,,,2,71,,0.85,,,60,1,1965,VonHerzen&Langseth1965,Verzhbitskii&Zolotarev1980,,oceanic (other)
Indian Ocean,,CIR-65,8.6167,74.6,-2749,,2,,82,,0.88,,,72,1,1977,Anderson_etal1977,Anderson_etal1977,,Bullard probe
Indian Ocean,,CIR-67,8.6333,75.5833,-2756,,2,,79,,0.84,,,66,1,1977,Anderson_etal1977,Anderson_etal1977,,Bullard probe
Indian Ocean,,LSDH-2,9.05,73.1667,-2110,,,2,57,,0.87,,,49,1,1965,VonHerzen&Langseth1965,VonHerzen&Langseth1965,,Bullard probe
Indian Ocean,,LSDH-1,9.1167,72.9833,-2135,,,2,77,,0.87,,,67,1,1965,VonHerzen&Langseth1965,VonHerzen&Langseth1965,,Bullard probe
Indian Ocean,,Z-6,9.1333,54.7,-3705,,,2,79,,0.88,,,70,1,1965,VonHerzen&Langseth1965,VonHerzen&Langseth1965; VonHerzen1963,,Bullard probe
Indian Ocean,,C12-176,9.1333,90.0333,-3011,3,8,2,57,7,0.8,,,46,1,1977,Anderson_etal1977,Anderson_etal1977,,Ewing probe
Indian Ocean,,Z-7,9.15,57.5,-3265,,,2,68,,0.84,,,57,1,1965,VonHerzen&Langseth1965,VonHerzen&Langseth1965,,Bullard probe
